Customer ID,Product ID,Quantity,Transaction Date
CID0031,SKU0032,1,25-01-2023 05:00
CID0407,SKU0030,1,25-01-2023 06:00
CID0466,SKU0016,4,25-01-2023 07:00
CID0398,SKU0010,1,25-01-2023 08:00
CID0078,SKU0017,3,25-01-2023 09:00
CID0155,SKU0008,3,25-01-2023 10:00
CID0453,SKU0008,4,25-01-2023 11:00
CID0173,SKU0016,1,25-01-2023 12:00
CID0497,SKU0006,1,25-01-2023 13:00
CID0452,SKU0015,3,25-01-2023 14:00
CID0481,SKU0001,2,25-01-2023 15:00
CID0267,SKU0005,2,25-01-2023 16:00
CID0414,SKU0032,4,25-01-2023 17:00
CID0064,SKU0021,2,25-01-2023 18:00
CID0277,SKU0018,2,25-01-2023 19:00
CID0099,SKU0032,1,25-01-2023 20:00
CID0173,SKU0032,4,25-01-2023 21:00
CID0317,SKU0004,2,25-01-2023 22:00
CID0458,SKU0018,3,25-01-2023 23:00
CID0487,SKU0017,4,26-01-2023 00:00
CID0251,SKU0022,2,26-01-2023 01:00
CID0052,SKU0004,2,26-01-2023 02:00
CID0313,SKU0023,2,26-01-2023 03:00
CID0060,SKU0008,4,26-01-2023 04:00
CID0110,SKU0029,3,26-01-2023 05:00
CID0283,SKU0015,3,26-01-2023 06:00
CID0401,SKU0006,3,26-01-2023 07:00
CID0164,SKU0032,1,26-01-2023 08:00
CID0370,SKU0014,1,26-01-2023 09:00
CID0353,SKU0002,1,26-01-2023 10:00
CID0279,SKU0021,4,26-01-2023 11:00
CID0485,SKU0009,4,26-01-2023 12:00
CID0012,SKU0014,3,26-01-2023 13:00
CID0407,SKU0012,4,26-01-2023 14:00
CID0337,SKU0006,3,26-01-2023 15:00
CID0120,SKU0018,3,26-01-2023 16:00
CID0063,SKU0026,2,26-01-2023 17:00
CID0383,SKU0003,3,26-01-2023 18:00
CID0062,SKU0024,3,26-01-2023 19:00
CID0108,SKU0008,1,26-01-2023 20:00
CID0189,SKU0004,2,26-01-2023 21:00
CID0485,SKU0014,4,26-01-2023 22:00
CID0173,SKU0015,2,26-01-2023 23:00
CID0488,SKU0010,3,27-01-2023 00:00
CID0245,SKU0016,4,27-01-2023 01:00
CID0052,SKU0029,1,27-01-2023 02:00
CID0440,SKU0021,2,27-01-2023 03:00
CID0324,SKU0009,4,27-01-2023 04:00
CID0068,SKU0030,1,27-01-2023 05:00
CID0395,SKU0024,1,27-01-2023 06:00
CID0327,SKU0010,4,27-01-2023 07:00
CID0451,SKU0014,1,27-01-2023 08:00
CID0353,SKU0015,2,27-01-2023 09:00
CID0291,SKU0018,4,27-01-2023 10:00
CID0115,SKU0021,1,27-01-2023 11:00
CID0449,SKU0015,4,27-01-2023 12:00
CID0098,SKU0018,4,27-01-2023 13:00
CID0385,SKU0018,2,27-01-2023 14:00
CID0400,SKU0007,1,27-01-2023 15:00
CID0025,SKU0013,2,27-01-2023 16:00
CID0239,SKU0022,1,27-01-2023 17:00
CID0076,SKU0031,3,27-01-2023 18:00
CID0237,SKU0025,2,27-01-2023 19:00
CID0329,SKU0020,2,27-01-2023 20:00
CID0387,SKU0007,3,27-01-2023 21:00
CID0082,SKU0006,1,27-01-2023 22:00
CID0238,SKU0024,1,27-01-2023 23:00
CID0155,SKU0031,3,28-01-2023 00:00
CID0139,SKU0009,3,28-01-2023 01:00
CID0254,SKU0001,3,28-01-2023 02:00
CID0128,SKU0029,1,28-01-2023 03:00
CID0434,SKU0006,2,28-01-2023 04:00
CID0276,SKU0014,1,28-01-2023 05:00
CID0288,SKU0030,1,28-01-2023 06:00
CID0167,SKU0002,4,28-01-2023 07:00
CID0235,SKU0004,2,28-01-2023 08:00
CID0084,SKU0022,4,28-01-2023 09:00
CID0208,SKU0013,1,28-01-2023 10:00
CID0278,SKU0032,2,28-01-2023 11:00
CID0211,SKU0017,1,28-01-2023 12:00
CID0187,SKU0029,2,28-01-2023 13:00
CID0379,SKU0029,2,28-01-2023 14:00
CID0313,SKU0011,1,28-01-2023 15:00
CID0335,SKU0001,3,28-01-2023 16:00
CID0387,SKU0027,2,28-01-2023 17:00
CID0122,SKU0018,2,28-01-2023 18:00
CID0244,SKU0004,2,28-01-2023 19:00
CID0244,SKU0004,3,28-01-2023 20:00
CID0311,SKU0022,3,28-01-2023 21:00
CID0107,SKU0006,3,28-01-2023 22:00
CID0307,SKU0014,3,28-01-2023 23:00
CID0174,SKU0001,4,29-01-2023 00:00
CID0329,SKU0032,2,29-01-2023 01:00
CID0276,SKU0019,3,29-01-2023 02:00
CID0354,SKU0028,3,29-01-2023 03:00
CID0123,SKU0027,3,29-01-2023 04:00
CID0131,SKU0020,2,29-01-2023 05:00
CID0348,SKU0012,1,29-01-2023 06:00
CID0256,SKU0018,1,29-01-2023 07:00
CID0247,SKU0030,3,29-01-2023 08:00
CID0302,SKU0030,1,29-01-2023 09:00
CID0124,SKU0005,3,29-01-2023 10:00
CID0130,SKU0018,2,29-01-2023 11:00
CID0251,SKU0016,2,29-01-2023 12:00
CID0373,SKU0003,2,29-01-2023 13:00
CID0031,SKU0011,4,29-01-2023 14:00
CID0083,SKU0007,2,29-01-2023 15:00
CID0248,SKU0030,1,29-01-2023 16:00
CID0216,SKU0005,1,29-01-2023 17:00
CID0142,SKU0019,2,29-01-2023 18:00
CID0422,SKU0021,4,29-01-2023 19:00
CID0367,SKU0030,1,29-01-2023 20:00
CID0270,SKU0010,3,29-01-2023 21:00
CID0048,SKU0024,1,29-01-2023 22:00
CID0490,SKU0024,1,29-01-2023 23:00
CID0288,SKU0007,1,30-01-2023 00:00
CID0428,SKU0017,2,30-01-2023 01:00
CID0458,SKU0014,2,30-01-2023 02:00
CID0022,SKU0002,2,30-01-2023 03:00
CID0054,SKU0029,4,30-01-2023 04:00
CID0161,SKU0007,3,30-01-2023 05:00
CID0123,SKU0014,2,30-01-2023 06:00
CID0278,SKU0017,1,30-01-2023 07:00
CID0076,SKU0018,4,30-01-2023 08:00
CID0121,SKU0012,2,30-01-2023 09:00
CID0202,SKU0016,2,30-01-2023 10:00
CID0021,SKU0027,4,30-01-2023 11:00
CID0486,SKU0017,1,30-01-2023 12:00
CID0082,SKU0029,2,30-01-2023 13:00
CID0481,SKU0002,4,30-01-2023 14:00
CID0093,SKU0015,2,30-01-2023 15:00
CID0266,SKU0014,3,30-01-2023 16:00
CID0192,SKU0026,1,30-01-2023 17:00
CID0202,SKU0030,3,30-01-2023 18:00
CID0065,SKU0027,3,30-01-2023 19:00
CID0119,SKU0024,3,30-01-2023 20:00
CID0430,SKU0017,2,30-01-2023 21:00
CID0454,SKU0014,2,30-01-2023 22:00
CID0308,SKU0017,3,30-01-2023 23:00
CID0310,SKU0015,4,31-01-2023 00:00
CID0015,SKU0012,1,31-01-2023 01:00
CID0249,SKU0020,1,31-01-2023 02:00
CID0311,SKU0032,4,31-01-2023 03:00
CID0207,SKU0001,1,31-01-2023 04:00
CID0442,SKU0027,4,31-01-2023 05:00
CID0369,SKU0016,3,31-01-2023 06:00
CID0267,SKU0027,2,31-01-2023 07:00
CID0261,SKU0023,1,31-01-2023 08:00
CID0086,SKU0017,1,31-01-2023 09:00
CID0483,SKU0013,4,31-01-2023 10:00
CID0414,SKU0028,4,31-01-2023 11:00
CID0316,SKU0028,1,31-01-2023 12:00
CID0262,SKU0009,4,31-01-2023 13:00
CID0290,SKU0008,4,31-01-2023 14:00
CID0280,SKU0025,3,31-01-2023 15:00
CID0223,SKU0028,1,31-01-2023 16:00
CID0022,SKU0022,4,31-01-2023 17:00
CID0183,SKU0020,3,31-01-2023 18:00
CID0262,SKU0001,3,31-01-2023 19:00
CID0415,SKU0018,3,31-01-2023 20:00
CID0293,SKU0004,1,31-01-2023 21:00
CID0010,SKU0013,3,31-01-2023 22:00
CID0138,SKU0003,2,31-01-2023 23:00
CID0425,SKU0027,4,01-02-2023 00:00
CID0184,SKU0028,3,01-02-2023 01:00
CID0411,SKU0013,3,01-02-2023 02:00
CID0486,SKU0022,1,01-02-2023 03:00
CID0127,SKU0002,1,01-02-2023 04:00
CID0208,SKU0031,3,01-02-2023 05:00
CID0484,SKU0022,2,01-02-2023 06:00
CID0248,SKU0009,2,01-02-2023 07:00
CID0347,SKU0024,4,01-02-2023 08:00
CID0200,SKU0006,2,01-02-2023 09:00
CID0290,SKU0001,3,01-02-2023 10:00
CID0089,SKU0012,2,01-02-2023 11:00
CID0338,SKU0029,3,01-02-2023 12:00
CID0167,SKU0012,1,01-02-2023 13:00
CID0250,SKU0001,2,01-02-2023 14:00
CID0315,SKU0030,3,01-02-2023 15:00
CID0070,SKU0027,1,01-02-2023 16:00
CID0489,SKU0032,1,01-02-2023 17:00
CID0099,SKU0029,3,01-02-2023 18:00
CID0436,SKU0021,3,01-02-2023 19:00
CID0232,SKU0010,1,01-02-2023 20:00
CID0172,SKU0019,1,01-02-2023 21:00
CID0356,SKU0005,4,01-02-2023 22:00
CID0170,SKU0007,4,01-02-2023 23:00
CID0299,SKU0006,3,02-02-2023 00:00
CID0430,SKU0003,3,02-02-2023 01:00
CID0406,SKU0027,2,02-02-2023 02:00
CID0443,SKU0004,1,02-02-2023 03:00
CID0368,SKU0004,1,02-02-2023 04:00
CID0093,SKU0011,2,02-02-2023 05:00
CID0290,SKU0022,4,02-02-2023 06:00
CID0329,SKU0016,1,02-02-2023 07:00
CID0446,SKU0017,4,02-02-2023 08:00
CID0373,SKU0007,3,02-02-2023 09:00
CID0416,SKU0002,3,02-02-2023 10:00
CID0023,SKU0002,3,02-02-2023 11:00
CID0295,SKU0019,1,02-02-2023 12:00
CID0465,SKU0008,1,02-02-2023 13:00
CID0341,SKU0009,2,02-02-2023 14:00
CID0235,SKU0010,1,02-02-2023 15:00
CID0459,SKU0018,2,02-02-2023 16:00
CID0225,SKU0027,1,02-02-2023 17:00
CID0416,SKU0032,1,02-02-2023 18:00
CID0366,SKU0002,1,02-02-2023 19:00
CID0427,SKU0010,1,02-02-2023 20:00
CID0225,SKU0018,4,02-02-2023 21:00
CID0491,SKU0003,4,02-02-2023 22:00
CID0147,SKU0017,1,02-02-2023 23:00
CID0326,SKU0006,2,03-02-2023 00:00
CID0150,SKU0001,4,03-02-2023 01:00
CID0267,SKU0003,4,03-02-2023 02:00
CID0152,SKU0014,2,03-02-2023 03:00
CID0173,SKU0025,3,03-02-2023 04:00
CID0289,SKU0009,1,03-02-2023 05:00
CID0171,SKU0027,3,03-02-2023 06:00
CID0232,SKU0030,1,03-02-2023 07:00
CID0269,SKU0021,1,03-02-2023 08:00
CID0412,SKU0010,4,03-02-2023 09:00
CID0180,SKU0011,2,03-02-2023 10:00
CID0070,SKU0002,2,03-02-2023 11:00
CID0266,SKU0024,1,03-02-2023 12:00
CID0460,SKU0011,3,03-02-2023 13:00
CID0356,SKU0002,1,03-02-2023 14:00
CID0176,SKU0008,4,03-02-2023 15:00
CID0344,SKU0020,4,03-02-2023 16:00
CID0032,SKU0026,3,03-02-2023 17:00
CID0417,SKU0001,3,03-02-2023 18:00
CID0176,SKU0026,1,03-02-2023 19:00
CID0087,SKU0019,3,03-02-2023 20:00
CID0142,SKU0012,4,03-02-2023 21:00
CID0033,SKU0021,2,03-02-2023 22:00
CID0298,SKU0027,2,03-02-2023 23:00
CID0374,SKU0023,1,04-02-2023 00:00
CID0005,SKU0028,2,04-02-2023 01:00
CID0483,SKU0004,3,04-02-2023 02:00
CID0462,SKU0009,3,04-02-2023 03:00
CID0160,SKU0008,4,04-02-2023 04:00
CID0498,SKU0002,1,04-02-2023 05:00
CID0318,SKU0010,3,04-02-2023 06:00
CID0056,SKU0031,4,04-02-2023 07:00
CID0327,SKU0030,2,04-02-2023 08:00
CID0025,SKU0004,3,04-02-2023 09:00
CID0180,SKU0030,2,04-02-2023 10:00
CID0458,SKU0006,2,04-02-2023 11:00
CID0160,SKU0004,2,04-02-2023 12:00
CID0272,SKU0003,4,04-02-2023 13:00
CID0187,SKU0031,1,04-02-2023 14:00
CID0217,SKU0010,2,04-02-2023 15:00
CID0138,SKU0023,3,04-02-2023 16:00
CID0119,SKU0028,1,04-02-2023 17:00
CID0490,SKU0030,4,04-02-2023 18:00
CID0493,SKU0018,4,04-02-2023 19:00
CID0119,SKU0032,4,04-02-2023 20:00
CID0373,SKU0003,1,04-02-2023 21:00
CID0451,SKU0027,3,04-02-2023 22:00
CID0087,SKU0017,2,04-02-2023 23:00
CID0378,SKU0026,1,05-02-2023 00:00
CID0005,SKU0019,1,05-02-2023 01:00
CID0373,SKU0002,1,05-02-2023 02:00
CID0060,SKU0030,3,05-02-2023 03:00
CID0111,SKU0030,3,05-02-2023 04:00
CID0218,SKU0025,2,05-02-2023 05:00
CID0264,SKU0025,4,05-02-2023 06:00
CID0064,SKU0024,3,05-02-2023 07:00
CID0292,SKU0012,4,05-02-2023 08:00
CID0155,SKU0002,3,05-02-2023 09:00
CID0014,SKU0030,3,05-02-2023 10:00
CID0238,SKU0011,3,05-02-2023 11:00
CID0019,SKU0025,2,05-02-2023 12:00
CID0264,SKU0030,4,05-02-2023 13:00
CID0321,SKU0022,4,05-02-2023 14:00
CID0290,SKU0030,4,05-02-2023 15:00
CID0424,SKU0008,1,05-02-2023 16:00
CID0236,SKU0020,1,05-02-2023 17:00
CID0003,SKU0007,4,05-02-2023 18:00
CID0308,SKU0031,2,05-02-2023 19:00
CID0343,SKU0005,1,05-02-2023 20:00
CID0297,SKU0001,4,05-02-2023 21:00
CID0084,SKU0032,4,05-02-2023 22:00
CID0072,SKU0009,1,05-02-2023 23:00
CID0073,SKU0016,2,06-02-2023 00:00
CID0439,SKU0006,2,06-02-2023 01:00
CID0224,SKU0016,2,06-02-2023 02:00
CID0224,SKU0003,1,06-02-2023 03:00
CID0355,SKU0008,4,06-02-2023 04:00
CID0039,SKU0001,1,06-02-2023 05:00
CID0337,SKU0015,2,06-02-2023 06:00
CID0018,SKU0016,3,06-02-2023 07:00
CID0293,SKU0028,2,06-02-2023 08:00
CID0018,SKU0014,3,06-02-2023 09:00
CID0294,SKU0025,1,06-02-2023 10:00
CID0436,SKU0012,4,06-02-2023 11:00
CID0194,SKU0011,1,06-02-2023 12:00
CID0340,SKU0017,3,06-02-2023 13:00
CID0285,SKU0001,4,06-02-2023 14:00
CID0108,SKU0011,4,06-02-2023 15:00
CID0035,SKU0020,3,06-02-2023 16:00
CID0143,SKU0007,3,06-02-2023 17:00
CID0040,SKU0018,2,06-02-2023 18:00
CID0482,SKU0007,3,06-02-2023 19:00
CID0463,SKU0026,1,06-02-2023 20:00
CID0281,SKU0019,3,06-02-2023 21:00
CID0057,SKU0004,2,06-02-2023 22:00
CID0341,SKU0022,3,06-02-2023 23:00
CID0300,SKU0027,4,07-02-2023 00:00
CID0266,SKU0025,3,07-02-2023 01:00
CID0149,SKU0013,1,07-02-2023 02:00
CID0230,SKU0022,4,07-02-2023 03:00
CID0161,SKU0029,1,07-02-2023 04:00
CID0410,SKU0021,2,07-02-2023 05:00
CID0199,SKU0008,3,07-02-2023 06:00
CID0310,SKU0023,3,07-02-2023 07:00
CID0206,SKU0006,2,07-02-2023 08:00
CID0357,SKU0032,1,07-02-2023 09:00
CID0119,SKU0007,1,07-02-2023 10:00
CID0101,SKU0032,3,07-02-2023 11:00
CID0052,SKU0008,1,07-02-2023 12:00
CID0203,SKU0009,2,07-02-2023 13:00
CID0199,SKU0015,3,07-02-2023 14:00
CID0099,SKU0013,4,07-02-2023 15:00
CID0126,SKU0023,2,07-02-2023 16:00
CID0001,SKU0026,2,07-02-2023 17:00
CID0014,SKU0025,1,07-02-2023 18:00
CID0338,SKU0030,3,07-02-2023 19:00
CID0171,SKU0016,4,07-02-2023 20:00
CID0118,SKU0002,3,07-02-2023 21:00
CID0420,SKU0008,1,07-02-2023 22:00
CID0068,SKU0028,2,07-02-2023 23:00
CID0382,SKU0003,4,08-02-2023 00:00
CID0009,SKU0018,3,08-02-2023 01:00
CID0113,SKU0023,3,08-02-2023 02:00
CID0252,SKU0013,2,08-02-2023 03:00
CID0091,SKU0009,4,08-02-2023 04:00
CID0149,SKU0024,2,08-02-2023 05:00
CID0313,SKU0022,2,08-02-2023 06:00
CID0050,SKU0023,1,08-02-2023 07:00
CID0341,SKU0026,1,08-02-2023 08:00
CID0374,SKU0001,3,08-02-2023 09:00
CID0424,SKU0017,1,08-02-2023 10:00
CID0284,SKU0017,1,08-02-2023 11:00
CID0223,SKU0023,4,08-02-2023 12:00
CID0445,SKU0017,4,08-02-2023 13:00
CID0223,SKU0003,1,08-02-2023 14:00
CID0442,SKU0006,2,08-02-2023 15:00
CID0451,SKU0001,2,08-02-2023 16:00
CID0333,SKU0005,2,08-02-2023 17:00
CID0326,SKU0027,3,08-02-2023 18:00
CID0061,SKU0028,4,08-02-2023 19:00
CID0018,SKU0025,1,08-02-2023 20:00
CID0322,SKU0031,1,08-02-2023 21:00
CID0316,SKU0010,4,08-02-2023 22:00
CID0254,SKU0031,2,08-02-2023 23:00
CID0040,SKU0016,3,09-02-2023 00:00
CID0053,SKU0006,4,09-02-2023 01:00
CID0265,SKU0010,1,09-02-2023 02:00
CID0131,SKU0029,4,09-02-2023 03:00
CID0370,SKU0017,1,09-02-2023 04:00
CID0336,SKU0024,1,09-02-2023 05:00
CID0308,SKU0014,2,09-02-2023 06:00
CID0136,SKU0014,2,09-02-2023 07:00
CID0307,SKU0016,1,09-02-2023 08:00
CID0269,SKU0014,1,09-02-2023 09:00
CID0331,SKU0011,1,09-02-2023 10:00
CID0187,SKU0003,3,09-02-2023 11:00
CID0138,SKU0020,1,09-02-2023 12:00
CID0483,SKU0005,2,09-02-2023 13:00
CID0251,SKU0028,1,09-02-2023 14:00
CID0259,SKU0009,2,09-02-2023 15:00
CID0183,SKU0020,4,09-02-2023 16:00
CID0085,SKU0032,3,09-02-2023 17:00
CID0289,SKU0021,4,09-02-2023 18:00
CID0097,SKU0022,4,09-02-2023 19:00
CID0113,SKU0020,2,09-02-2023 20:00
CID0292,SKU0030,4,09-02-2023 21:00
CID0082,SKU0015,4,09-02-2023 22:00
CID0409,SKU0022,4,09-02-2023 23:00
CID0091,SKU0022,3,10-02-2023 00:00
CID0196,SKU0009,3,10-02-2023 01:00
CID0074,SKU0031,4,10-02-2023 02:00
CID0180,SKU0003,4,10-02-2023 03:00
CID0053,SKU0027,4,10-02-2023 04:00
CID0128,SKU0018,1,10-02-2023 05:00
CID0323,SKU0024,3,10-02-2023 06:00
CID0462,SKU0005,4,10-02-2023 07:00
CID0089,SKU0005,1,10-02-2023 08:00
CID0017,SKU0012,3,10-02-2023 09:00
CID0124,SKU0025,3,10-02-2023 10:00
CID0023,SKU0025,2,10-02-2023 11:00
CID0473,SKU0018,3,10-02-2023 12:00
CID0320,SKU0005,4,10-02-2023 13:00
CID0188,SKU0002,2,10-02-2023 14:00
CID0358,SKU0031,4,10-02-2023 15:00
CID0018,SKU0011,3,10-02-2023 16:00
CID0416,SKU0003,2,10-02-2023 17:00
CID0479,SKU0015,1,10-02-2023 18:00
CID0399,SKU0027,1,10-02-2023 19:00
CID0207,SKU0023,2,10-02-2023 20:00
CID0179,SKU0023,3,10-02-2023 21:00
CID0389,SKU0002,4,10-02-2023 22:00
CID0196,SKU0017,3,10-02-2023 23:00
CID0251,SKU0017,2,11-02-2023 00:00
CID0330,SKU0014,4,11-02-2023 01:00
CID0042,SKU0012,1,11-02-2023 02:00
CID0204,SKU0025,3,11-02-2023 03:00
CID0203,SKU0003,1,11-02-2023 04:00
CID0220,SKU0030,4,11-02-2023 05:00
CID0145,SKU0005,2,11-02-2023 06:00
CID0065,SKU0001,2,11-02-2023 07:00
CID0396,SKU0021,3,11-02-2023 08:00
CID0199,SKU0019,3,11-02-2023 09:00
CID0215,SKU0012,2,11-02-2023 10:00
CID0358,SKU0032,1,11-02-2023 11:00
CID0385,SKU0011,4,11-02-2023 12:00
CID0074,SKU0016,2,11-02-2023 13:00
CID0315,SKU0015,4,11-02-2023 14:00
CID0070,SKU0011,1,11-02-2023 15:00
CID0415,SKU0024,3,11-02-2023 16:00
CID0195,SKU0018,3,11-02-2023 17:00
CID0469,SKU0026,3,11-02-2023 18:00
CID0471,SKU0015,4,11-02-2023 19:00
CID0357,SKU0007,4,11-02-2023 20:00
CID0293,SKU0012,1,11-02-2023 21:00
CID0019,SKU0007,3,11-02-2023 22:00
CID0313,SKU0010,4,11-02-2023 23:00
CID0176,SKU0014,1,12-02-2023 00:00
CID0185,SKU0008,2,12-02-2023 01:00
CID0380,SKU0001,2,12-02-2023 02:00
CID0253,SKU0003,1,12-02-2023 03:00
CID0173,SKU0020,4,12-02-2023 04:00
CID0247,SKU0006,2,12-02-2023 05:00
CID0280,SKU0021,2,12-02-2023 06:00
CID0266,SKU0005,2,12-02-2023 07:00
CID0370,SKU0011,1,12-02-2023 08:00
CID0275,SKU0020,4,12-02-2023 09:00
CID0115,SKU0015,1,12-02-2023 10:00
CID0465,SKU0001,4,12-02-2023 11:00
CID0423,SKU0020,3,12-02-2023 12:00
CID0065,SKU0025,3,12-02-2023 13:00
CID0100,SKU0014,4,12-02-2023 14:00
CID0115,SKU0025,1,12-02-2023 15:00
CID0358,SKU0006,2,12-02-2023 16:00
CID0090,SKU0002,4,12-02-2023 17:00
CID0479,SKU0031,3,12-02-2023 18:00
CID0055,SKU0023,4,12-02-2023 19:00
CID0354,SKU0014,3,12-02-2023 20:00
CID0059,SKU0001,3,12-02-2023 21:00
CID0463,SKU0028,4,12-02-2023 22:00
CID0440,SKU0028,2,12-02-2023 23:00
CID0110,SKU0009,3,13-02-2023 00:00
CID0375,SKU0025,2,13-02-2023 01:00
CID0444,SKU0013,1,13-02-2023 02:00
CID0033,SKU0028,3,13-02-2023 03:00
CID0404,SKU0020,4,13-02-2023 04:00
CID0103,SKU0005,2,13-02-2023 05:00
CID0358,SKU0007,2,13-02-2023 06:00
CID0310,SKU0026,4,13-02-2023 07:00
CID0105,SKU0021,1,13-02-2023 08:00
CID0245,SKU0027,3,13-02-2023 09:00
CID0054,SKU0006,3,13-02-2023 10:00
CID0276,SKU0024,4,13-02-2023 11:00
CID0249,SKU0027,2,13-02-2023 12:00
CID0149,SKU0030,3,13-02-2023 13:00
CID0225,SKU0032,1,13-02-2023 14:00
CID0355,SKU0002,3,13-02-2023 15:00
CID0350,SKU0014,2,13-02-2023 16:00
CID0263,SKU0012,3,13-02-2023 17:00
CID0367,SKU0019,4,13-02-2023 18:00
CID0133,SKU0016,4,13-02-2023 19:00
CID0216,SKU0019,1,13-02-2023 20:00
CID0265,SKU0002,2,13-02-2023 21:00
CID0388,SKU0004,1,13-02-2023 22:00
CID0329,SKU0004,4,13-02-2023 23:00
CID0356,SKU0002,1,14-02-2023 00:00
CID0455,SKU0019,2,14-02-2023 01:00
CID0144,SKU0008,1,14-02-2023 02:00
CID0378,SKU0027,4,14-02-2023 03:00
CID0245,SKU0026,4,14-02-2023 04:00
CID0346,SKU0009,2,14-02-2023 05:00
CID0417,SKU0023,1,14-02-2023 06:00
CID0496,SKU0004,1,14-02-2023 07:00
CID0110,SKU0031,1,14-02-2023 08:00
CID0380,SKU0006,2,14-02-2023 09:00
CID0357,SKU0026,1,14-02-2023 10:00
CID0345,SKU0024,3,14-02-2023 11:00
CID0185,SKU0012,1,14-02-2023 12:00
CID0394,SKU0023,1,14-02-2023 13:00
CID0207,SKU0029,1,14-02-2023 14:00
CID0393,SKU0001,1,14-02-2023 15:00
CID0316,SKU0001,2,14-02-2023 16:00
CID0110,SKU0002,1,14-02-2023 17:00
CID0363,SKU0022,2,14-02-2023 18:00
CID0234,SKU0021,4,14-02-2023 19:00
CID0318,SKU0024,2,14-02-2023 20:00
CID0422,SKU0014,3,14-02-2023 21:00
CID0256,SKU0002,4,14-02-2023 22:00
CID0067,SKU0017,2,14-02-2023 23:00
CID0138,SKU0019,4,15-02-2023 00:00
CID0453,SKU0006,3,15-02-2023 01:00
CID0101,SKU0005,2,15-02-2023 02:00
CID0129,SKU0025,1,15-02-2023 03:00
CID0237,SKU0013,2,15-02-2023 04:00
CID0114,SKU0009,3,15-02-2023 05:00
CID0057,SKU0026,3,15-02-2023 06:00
CID0003,SKU0021,3,15-02-2023 07:00
CID0286,SKU0002,3,15-02-2023 08:00
CID0498,SKU0020,4,15-02-2023 09:00
CID0435,SKU0019,4,15-02-2023 10:00
CID0459,SKU0009,2,15-02-2023 11:00
CID0406,SKU0024,4,15-02-2023 12:00
CID0192,SKU0011,2,15-02-2023 13:00
CID0294,SKU0017,3,15-02-2023 14:00
CID0320,SKU0016,3,15-02-2023 15:00
CID0208,SKU0030,2,15-02-2023 16:00
CID0074,SKU0019,2,15-02-2023 17:00
CID0341,SKU0006,4,15-02-2023 18:00
CID0047,SKU0009,1,15-02-2023 19:00
CID0330,SKU0020,4,15-02-2023 20:00
CID0232,SKU0004,3,15-02-2023 21:00
CID0080,SKU0027,3,15-02-2023 22:00
CID0061,SKU0011,2,15-02-2023 23:00
CID0289,SKU0030,4,16-02-2023 00:00
CID0125,SKU0008,1,16-02-2023 01:00
CID0316,SKU0014,2,16-02-2023 02:00
CID0367,SKU0020,1,16-02-2023 03:00
CID0380,SKU0030,2,16-02-2023 04:00
CID0065,SKU0019,2,16-02-2023 05:00
CID0055,SKU0011,1,16-02-2023 06:00
CID0414,SKU0028,4,16-02-2023 07:00
CID0023,SKU0004,2,16-02-2023 08:00
CID0285,SKU0001,2,16-02-2023 09:00
CID0019,SKU0025,3,16-02-2023 10:00
CID0209,SKU0030,4,16-02-2023 11:00
CID0363,SKU0010,4,16-02-2023 12:00
CID0150,SKU0010,3,16-02-2023 13:00
CID0302,SKU0015,2,16-02-2023 14:00
CID0072,SKU0014,1,16-02-2023 15:00
CID0120,SKU0028,3,16-02-2023 16:00
CID0396,SKU0007,1,16-02-2023 17:00
CID0416,SKU0006,2,16-02-2023 18:00
CID0034,SKU0010,3,16-02-2023 19:00
CID0208,SKU0018,4,16-02-2023 20:00
CID0031,SKU0003,2,16-02-2023 21:00
CID0203,SKU0001,2,16-02-2023 22:00
CID0165,SKU0032,2,16-02-2023 23:00
CID0348,SKU0020,2,17-02-2023 00:00
CID0157,SKU0025,3,17-02-2023 01:00
CID0015,SKU0009,3,17-02-2023 02:00
CID0292,SKU0029,1,17-02-2023 03:00
CID0298,SKU0009,3,17-02-2023 04:00
CID0147,SKU0024,3,17-02-2023 05:00
CID0295,SKU0025,3,17-02-2023 06:00
CID0065,SKU0007,1,17-02-2023 07:00
CID0262,SKU0024,4,17-02-2023 08:00
CID0073,SKU0025,3,17-02-2023 09:00
CID0323,SKU0013,4,17-02-2023 10:00
CID0138,SKU0023,4,17-02-2023 11:00
CID0185,SKU0013,4,17-02-2023 12:00
CID0341,SKU0024,4,17-02-2023 13:00
CID0306,SKU0006,1,17-02-2023 14:00
CID0479,SKU0004,2,17-02-2023 15:00
CID0286,SKU0014,3,17-02-2023 16:00
CID0007,SKU0010,3,17-02-2023 17:00
CID0474,SKU0028,2,17-02-2023 18:00
CID0207,SKU0003,1,17-02-2023 19:00
CID0103,SKU0002,1,17-02-2023 20:00
CID0436,SKU0020,4,17-02-2023 21:00
CID0072,SKU0001,2,17-02-2023 22:00
CID0353,SKU0032,2,17-02-2023 23:00
CID0025,SKU0016,2,18-02-2023 00:00
CID0440,SKU0009,3,18-02-2023 01:00
CID0023,SKU0025,4,18-02-2023 02:00
CID0177,SKU0022,1,18-02-2023 03:00
CID0203,SKU0017,4,18-02-2023 04:00
CID0396,SKU0026,4,18-02-2023 05:00
CID0050,SKU0030,4,18-02-2023 06:00
CID0368,SKU0014,2,18-02-2023 07:00
CID0177,SKU0010,3,18-02-2023 08:00
CID0200,SKU0025,4,18-02-2023 09:00
CID0182,SKU0012,3,18-02-2023 10:00
